DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Social_1,Social_2,Social_3,Helthcare_2,Shops_1,Rooms_outlier,HouseFloor_outlier,HouseYear_outlier,LifeSquare_nan,Ecology_2_A,Ecology_2_B,Ecology_3_A,Ecology_3_B,Shops_2_A,Shops_2_B
23,1.0,29.706031166139354,19.308920257990582,3.0,5.0,12.0,1977.0,0.034656082000000005,0,168,0,0,0,0,0,0,1,0,1,0,1,0,1
91,1.0,31.471151649428304,20.12122175109074,5.0,4.0,5.0,1961.0,0.333891544,30,6564,1,0,0,0,0,0,0,0,1,0,1,0,1
123,3.0,59.61568774811072,48.021883294373204,5.0,4.0,9.0,1967.0,0.0,47,11319,0,3,5,0,0,0,0,0,1,0,1,0,1
7,1.0,32.08659275662956,16.173768147351154,7.0,4.0,4.0,1956.0,0.035145267,42,9292,3,0,3,0,0,0,0,0,1,0,1,0,1
41,3.0,72.36058650796198,40.111807452691174,9.0,8.0,16.0,1984.0,0.175054867,36,10055,3,1,0,0,0,0,0,0,1,0,1,0,1
101,2.0,56.78021429756043,34.62613523388073,7.0,3.0,5.0,1959.0,0.225824954,41,6558,7,3,2,0,0,0,0,1,0,0,1,0,1
29,1.0,42.39798729822637,24.358537839608672,10.0,13.0,22.0,2002.0,0.069660344,31,6119,4,1,2,0,0,0,0,0,1,0,1,0,1
21,2.0,63.29683766359902,40.67634565782923,8.0,4.0,6.0,1955.0,0.034331497,25,5487,3,0,4,0,0,0,0,0,1,0,1,0,1
25,3.0,82.19914537872707,80.39256108275828,10.0,15.0,15.0,2017.0,0.069753361,53,13670,4,1,11,0,1,0,0,0,1,0,1,0,1
11,2.0,46.22964473350298,30.836898200853877,5.0,7.0,14.0,1972.0,0.038692987000000005,28,6533,1,2,5,0,0,0,0,0,1,0,1,0,1
29,2.0,45.280336226618005,32.3709200226873,5.0,8.0,8.0,1967.0,0.069660344,31,6119,4,1,2,0,0,0,0,0,1,0,1,0,1
27,3.0,57.435682606342894,37.33319369412288,3.0,9.0,25.0,1977.0,0.072157581,2,629,1,0,0,0,0,0,1,0,1,0,1,1,0
94,2.0,64.28506724828556,38.56251674804049,9.0,16.0,16.0,1972.0,0.282797669,33,8667,2,0,6,0,0,0,0,0,1,0,1,0,1
27,1.0,34.39647168425789,35.00543997977733,3.0,14.0,17.0,2016.0,0.011654127,4,915,0,0,0,0,0,0,0,0,1,0,1,0,1
91,2.0,46.25620032776,30.582919952441763,5.0,5.0,5.0,1965.0,0.000995363,42,7651,1,1,5,0,0,0,0,0,1,0,1,0,1
26,1.0,35.192053844198604,22.379983732618037,10.0,2.0,12.0,1966.0,0.0,36,6714,2,0,2,0,0,0,0,0,1,0,1,0,1
138,1.0,41.2054296385011,19.42380806446971,10.0,13.0,24.0,2004.0,0.0,36,6714,2,0,2,0,0,0,0,0,1,0,1,0,1
1,2.0,63.921697644810706,66.81797084695313,3.0,9.0,17.0,1977.0,0.007122317,1,264,0,0,1,0,0,0,0,0,1,0,1,0,1
12,1.0,32.89330787041522,20.89351212827234,6.0,3.0,9.0,1983.0,0.090799103,74,19083,2,5,15,0,0,0,0,0,1,0,1,0,1
45,3.0,77.02659650288696,53.87606426348476,8.0,3.0,5.0,1961.0,0.014423114,19,3806,4,0,3,0,0,0,0,0,1,0,1,0,1
21,2.0,59.95025489133028,36.27925325966414,10.0,5.0,17.0,1995.0,0.194489265,47,8004,3,3,5,0,0,0,0,0,1,0,1,0,1
1,3.0,80.44266777947925,78.43714582532232,3.0,5.0,17.0,1977.0,0.007122317,1,264,0,0,1,0,0,0,0,0,1,0,1,0,1
45,3.0,80.79778949850416,75.91779155465319,3.0,12.0,12.0,2016.0,0.195781053,23,5212,6,3,2,0,1,0,0,0,1,0,1,0,1
3,1.0,33.25360958908856,20.129591363818832,7.0,12.0,12.0,1975.0,0.265088676,37,5288,0,3,2,0,1,0,0,0,1,0,1,0,1
3,2.0,50.88817691144082,31.5730953196286,6.0,9.0,9.0,1971.0,0.265088676,37,5288,0,3,2,0,1,0,0,0,1,0,1,0,1
52,3.0,80.87626456404097,54.26771133012097,10.0,6.0,17.0,2009.0,0.371148999,34,7065,1,2,5,0,0,0,0,0,1,0,1,0,1
164,1.0,35.558981118940096,23.07393491346472,9.0,3.0,12.0,1972.0,0.486245621,13,2514,19,0,6,0,0,0,0,0,1,0,1,0,1
9,1.0,42.36554199381722,20.47782478930285,8.0,7.0,12.0,1978.0,0.13012277,8,1986,0,0,0,0,0,0,0,0,1,0,1,0,1
61,2.0,54.58973109275952,34.23703394205493,8.0,11.0,12.0,1981.0,0.300322518,52,10311,6,1,9,0,0,0,0,0,1,0,1,0,1
57,2.0,55.681837879972974,32.825365792932075,9.0,12.0,14.0,2003.0,0.090799103,74,19083,2,5,15,0,0,0,0,0,1,0,1,0,1
23,3.0,102.03280055818512,66.32132036282033,3.0,15.0,25.0,1977.0,0.075778755,6,1437,3,0,2,0,0,0,1,0,1,0,1,0,1
37,3.0,80.71902571944827,46.80696822143632,9.0,14.0,17.0,1989.0,0.17891679600000002,18,3594,4,1,5,0,0,0,0,0,1,0,1,0,1
28,2.0,45.796975806367996,30.81095483125979,5.0,2.0,5.0,1963.0,0.000995363,42,7651,1,1,5,0,0,0,0,0,1,0,1,0,1
63,2.0,60.66933553146833,32.735027216595824,10.0,13.0,22.0,1987.0,0.23861713,26,3889,6,3,6,0,0,0,0,0,1,0,1,0,1
78,2.0,55.09782440538872,30.53537835465791,11.0,3.0,16.0,1980.0,0.092290642,21,4346,2,1,2,0,0,0,0,0,1,0,1,0,1
6,1.0,66.41984149373265,3.98710087947258,3.0,1.0,1.0,1977.0,0.243204519,5,1564,0,0,0,0,1,0,0,0,1,0,1,0,1
6,3.0,78.38005268918644,4.003157446266082,3.0,23.0,25.0,2019.0,0.243204519,5,1564,0,0,0,0,0,0,0,0,1,0,1,0,1
7,2.0,49.26933204442338,34.146592335146515,6.0,3.0,9.0,1980.0,0.035145267,42,9292,3,0,3,0,0,0,0,0,1,0,1,0,1
41,1.0,41.06832134936721,21.4770857535109,8.0,11.0,18.0,1982.0,0.127811589,28,7287,5,1,3,0,0,0,0,0,1,0,1,0,1
46,4.0,105.43631469298069,68.82304197391707,10.0,22.0,22.0,1998.0,0.188783766,31,6137,4,0,1,0,1,0,0,0,1,0,1,0,1
1,2.0,65.22324588568385,42.395109825694504,3.0,2.0,17.0,1977.0,0.007122317,1,264,0,0,1,0,0,0,1,0,1,0,1,0,1
9,2.0,60.13324049671393,60.238786925429245,3.0,11.0,11.0,1977.0,0.161531741,25,5648,1,2,4,0,1,0,0,0,1,0,1,0,1
2,2.0,42.78333459675217,26.619018154127602,6.0,10.0,14.0,1975.0,0.309479124,35,7715,4,0,6,0,0,0,0,0,1,0,1,0,1
29,3.0,85.43897814984159,56.91634572306128,7.0,5.0,5.0,1956.0,0.069660344,31,6119,4,1,2,0,1,0,0,0,1,0,1,0,1
75,3.0,66.275178088056,41.70968512394497,7.0,11.0,12.0,1986.0,0.307466659,30,5048,9,2,5,0,0,0,0,0,1,1,0,0,1
7,2.0,59.527644817459716,29.655699786352763,9.0,15.0,17.0,2010.0,0.130617806,39,10418,9,1,9,0,0,0,0,0,1,0,1,0,1
52,1.0,44.439082460979186,28.885403599636472,3.0,13.0,17.0,1977.0,0.371148999,34,7065,1,2,5,0,0,0,1,0,1,0,1,0,1
32,3.0,79.49980872844094,48.35914553375364,10.0,3.0,16.0,1984.0,0.135649789,46,7960,6,3,11,0,0,0,0,0,1,0,1,0,1
41,2.0,52.2490400182982,34.172055058465546,9.0,3.0,12.0,2008.0,0.175054867,36,10055,3,1,0,0,0,0,0,0,1,0,1,0,1
124,2.0,45.438425458509464,28.087059746095395,5.0,4.0,9.0,1970.0,0.122090347,29,6566,7,4,0,0,0,0,0,0,1,0,1,0,1
4,3.0,73.89573747137098,53.784707513346774,7.0,6.0,9.0,1962.0,0.327018035,12,2270,23,1,0,0,0,0,0,0,1,0,1,0,1
47,1.0,41.046010046263255,26.67990653007112,3.0,7.0,17.0,1977.0,0.197367951,8,2423,1,0,1,0,0,0,1,0,1,0,1,0,1
75,1.0,42.7218976519729,20.2265673754732,7.0,12.0,17.0,2005.0,0.307466659,30,5048,9,2,5,0,0,0,0,0,1,1,0,0,1
53,3.0,74.28012136497053,45.996509535568826,10.0,11.0,16.0,1982.0,0.049637257,34,7759,0,1,3,0,0,0,0,0,1,0,1,0,1
45,1.0,34.246622707433765,21.693642755730647,5.0,3.0,5.0,1961.0,0.014423114,19,3806,4,0,3,0,0,0,0,0,1,0,1,0,1
77,3.0,66.59464150090795,49.46424006065722,6.0,12.0,12.0,1976.0,6.99893e-05,46,10309,1,1,16,0,1,0,0,0,1,0,1,0,1
93,1.0,41.465929871645216,24.119405647589346,8.0,2.0,12.0,1982.0,0.050900058,43,10621,1,2,3,0,0,0,0,0,1,0,1,0,1
17,2.0,41.15743710815707,27.48971254947461,6.0,3.0,19.0,1967.0,0.0,18,3374,5,1,2,0,0,0,0,0,1,0,1,0,1
53,2.0,56.06982408792785,36.4453856571531,3.0,17.0,17.0,1977.0,0.049637257,34,7759,0,1,3,0,0,0,1,0,1,0,1,0,1
34,2.0,59.292702342135385,38.540256522388,10.0,20.0,26.0,2013.0,0.069753361,53,13670,4,1,11,0,0,0,1,0,1,0,1,0,1
6,3.0,82.13695295970624,53.38901942380905,3.0,3.0,17.0,1977.0,0.243204519,5,1564,0,0,0,0,0,0,1,0,1,0,1,0,1
61,1.0,42.79839858395326,19.344545364560688,9.0,3.0,17.0,2010.0,0.232205084,24,4860,1,0,3,0,0,0,0,0,1,0,1,0,1
62,1.0,38.44728490097923,24.9907351856365,10.0,10.0,14.0,1977.0,0.072157581,2,629,1,0,0,0,0,0,1,0,1,0,1,1,0
64,3.0,82.97238679256084,49.50610076935188,10.0,14.0,22.0,1987.0,0.135649789,46,7960,6,3,11,0,0,0,0,0,1,0,1,0,1
138,2.0,36.28033417674996,22.421794149610832,5.0,7.0,9.0,1968.0,0.195781053,23,5212,6,3,2,0,0,0,0,0,1,0,1,0,1
122,4.0,98.9773165824774,65.1398759363682,11.0,3.0,7.0,1998.0,0.033493708,66,10573,1,3,8,0,0,0,0,0,1,0,1,0,1
199,3.0,71.10920566393506,36.527485075217314,13.0,4.0,11.0,1962.0,1.8e-09,16,3681,73,2,5,0,0,0,0,0,1,0,1,0,1
47,1.0,39.72029387091318,22.61702482639261,8.0,15.0,16.0,1984.0,6.99893e-05,46,10309,1,1,16,0,0,0,0,0,1,0,1,0,1
74,3.0,85.06636463288045,46.21373230833947,10.0,16.0,17.0,1989.0,0.371148999,34,7065,1,2,5,0,0,0,0,0,1,0,1,0,1
99,3.0,67.0836755719973,47.4832593310997,9.0,2.0,14.0,1974.0,0.012338886,35,5776,1,2,4,0,0,0,0,0,1,0,1,0,1
9,2.0,61.93690939763442,40.258991108462375,3.0,1.0,1.0,1977.0,0.161531741,25,5648,1,2,4,0,1,0,1,0,1,0,1,0,1
6,2.0,65.82635536036544,42.787130984237535,3.0,16.0,17.0,1977.0,0.243204519,5,1564,0,0,0,0,0,0,1,0,1,0,1,0,1
27,2.0,63.774288376587016,41.45328744478156,3.0,11.0,17.0,1977.0,0.011654127,4,915,0,0,0,0,0,0,1,0,1,0,1,0,1
30,2.0,67.64987857089146,43.97242107107945,3.0,13.0,17.0,1977.0,7.81528e-05,22,6398,141,3,23,0,0,0,1,0,1,0,1,0,1
1,3.0,79.21001117192617,51.48650726175201,10.0,7.0,17.0,2016.0,0.007122317,1,264,0,0,1,0,0,0,1,0,1,0,1,0,1
27,3.0,68.59319365262235,44.58557587420453,3.0,12.0,12.0,1977.0,0.072157581,2,629,1,0,0,0,0,0,1,0,1,0,1,1,0
93,3.0,169.38518390109763,110.10036953571347,3.0,2.0,10.0,1977.0,0.004949358,0,186,0,0,0,0,0,0,1,0,1,0,1,0,1
166,2.0,48.86399027808752,32.08317180634333,5.0,8.0,8.0,1966.0,0.174739084,17,3379,9,0,3,0,1,0,0,0,1,0,1,0,1
6,3.0,83.21242602044894,50.401698231230675,9.0,9.0,17.0,2012.0,0.243204519,5,1564,0,0,0,0,0,0,0,0,1,0,1,0,1
11,3.0,64.67309833017733,43.098379762614364,7.0,2.0,12.0,1975.0,0.00016967599999999998,36,5992,0,1,1,0,0,0,0,0,1,0,1,0,1
27,1.0,44.6026932654449,44.10821997212305,3.0,2.0,2.0,2014.0,0.01405792,1,290,0,0,0,0,0,0,0,0,1,0,1,0,1
35,1.0,31.30432936310813,19.77945837559049,7.0,8.0,12.0,1975.0,0.089039719,33,7976,5,0,11,0,0,0,0,0,1,0,1,0,1
33,2.0,59.34719761747141,38.57567845135642,3.0,16.0,17.0,1977.0,0.236108458,16,3893,27,3,10,0,0,0,1,0,1,0,1,0,1
101,3.0,63.992736436977644,52.520142742775924,6.0,5.0,5.0,1964.0,0.225824954,41,6558,7,3,2,0,1,0,0,1,0,0,1,0,1
9,2.0,61.15970135032901,38.45145526450537,8.0,8.0,14.0,1996.0,0.161531741,25,5648,1,2,4,0,0,0,0,0,1,0,1,0,1
21,2.0,47.32385003478736,26.79271787505004,6.0,4.0,5.0,1960.0,0.034331497,25,5487,3,0,4,0,0,0,0,0,1,0,1,0,1
67,3.0,69.12196199588695,44.92927529732652,3.0,3.0,4.0,1977.0,0.0077202819999999985,38,4788,2,0,4,0,0,0,1,0,1,0,1,0,1
40,2.0,46.1866043821075,35.59825254502342,5.0,5.0,9.0,1964.0,0.210473241,11,2398,2,3,0,0,0,0,0,0,1,0,1,0,1
44,3.0,60.53718247857709,44.95421347843907,6.0,5.0,9.0,1971.0,0.036122292,24,4378,0,1,1,0,0,0,0,0,1,0,1,0,1
23,3.0,83.59114081790291,54.33424153163689,3.0,3.0,3.0,1977.0,0.034656082000000005,0,168,0,0,0,0,0,0,1,0,1,0,1,0,1
31,2.0,57.4917914783967,33.98512902634432,8.0,11.0,12.0,2009.0,0.151346216,32,5889,10,4,1,0,0,0,0,0,1,1,0,0,1
1,3.0,79.03801925823821,81.82484734754794,7.0,17.0,17.0,2018.0,0.007122317,1,264,0,0,1,0,0,0,0,0,1,0,1,0,1
113,1.0,38.882968124695395,19.442342166036703,6.0,6.0,9.0,1963.0,0.060753049,15,2787,2,0,7,0,0,0,0,0,1,0,1,0,1
200,3.0,107.5348209579678,63.51612091224393,12.0,6.0,16.0,1997.0,0.0,33,7425,1,2,5,0,0,0,0,0,1,0,1,0,1
42,1.0,41.983314326091694,22.471687045645552,7.0,7.0,12.0,2007.0,0.158249043,21,5731,0,1,0,0,0,0,0,0,1,0,1,0,1
61,1.0,36.21850767662523,20.69099444873348,6.0,4.0,9.0,1976.0,0.300322518,52,10311,6,1,9,0,0,0,0,0,1,0,1,0,1
55,1.0,42.49912908286633,21.16455605197646,10.0,16.0,22.0,1987.0,0.041365446,31,5569,0,1,4,0,0,0,0,0,1,0,1,0,1
111,1.0,38.09064258721465,22.69848118657411,10.0,7.0,12.0,1967.0,0.1363303,30,6141,10,3,6,0,0,0,0,0,1,0,1,0,1
96,3.0,85.93617060557894,45.64843779299578,10.0,14.0,16.0,2005.0,0.041116354,53,14892,4,1,4,0,0,0,0,0,1,0,1,0,1
84,2.0,49.941354931950684,30.302046666822577,6.0,3.0,5.0,1964.0,0.006076152,30,5285,0,6,6,0,0,0,0,0,1,0,1,0,1
23,2.0,52.97316717771302,31.386261386680346,9.0,8.0,17.0,2008.0,0.075778755,6,1437,3,0,2,0,0,0,0,0,1,0,1,0,1
23,3.0,72.43243421296953,40.20382834250341,11.0,1.0,17.0,2013.0,0.075778755,6,1437,3,0,2,0,0,0,0,0,1,0,1,0,1
18,1.0,41.676667848582476,18.42602468193127,8.0,8.0,17.0,1996.0,0.0,30,5562,0,0,5,0,0,0,0,0,1,0,1,1,0
33,1.0,33.2701357488681,21.625588236764266,3.0,4.0,12.0,1977.0,0.236108458,16,3893,27,3,10,0,0,0,1,0,1,0,1,0,1
9,2.0,64.05606957733083,41.63644522526504,3.0,8.0,18.0,1977.0,0.161531741,25,5648,1,2,4,0,0,0,1,0,1,0,1,0,1
2,1.0,40.62363986204389,21.439220752420407,7.0,2.0,5.0,1960.0,0.0,33,7425,1,2,5,0,0,0,0,0,1,0,1,0,1
27,2.0,56.007233519180495,36.404701787467324,3.0,1.0,1.0,1977.0,0.211401214,9,1892,0,0,1,0,1,0,1,0,1,0,1,0,1
1,2.0,64.43217158534854,64.31202954742214,3.0,10.0,20.0,1977.0,0.007122317,1,264,0,0,1,0,0,0,0,0,1,0,1,0,1
10,3.0,62.541787064592924,43.153631799566966,6.0,8.0,12.0,1972.0,0.089039719,33,7976,5,0,11,0,0,0,0,0,1,0,1,0,1
27,1.0,44.88153444822771,29.172997391348012,3.0,1.0,1.0,1977.0,0.01131981,2,568,1,0,0,0,1,0,1,0,1,0,1,0,1
61,3.0,72.75823851202937,46.38777475498605,7.0,4.0,16.0,1978.0,0.300322518,52,10311,6,1,9,0,0,0,0,0,1,0,1,0,1
128,3.0,79.15133808283426,47.03514241530527,13.0,17.0,17.0,2005.0,0.0,27,4798,0,2,8,0,0,0,0,0,1,0,1,0,1
38,3.0,97.09484986835236,98.87554250390943,10.0,14.0,17.0,2019.0,0.060753049,15,2787,2,0,7,0,0,0,0,0,1,0,1,0,1
30,1.0,29.947690611033767,19.46599889717195,3.0,11.0,22.0,2018.0,7.81528e-05,22,6398,141,3,23,0,0,0,1,0,1,0,1,0,1
34,3.0,85.752024150757,85.79618774285233,3.0,18.0,18.0,2018.0,0.069753361,53,13670,4,1,11,0,1,0,0,0,1,0,1,0,1
30,3.0,66.3810849800702,66.35448592909499,3.0,6.0,15.0,2015.0,7.81528e-05,22,6398,141,3,23,0,0,0,0,0,1,0,1,0,1
23,3.0,96.12988404966136,55.54486736293148,14.0,21.0,21.0,2015.0,0.075778755,6,1437,3,0,2,0,0,0,0,0,1,0,1,0,1
9,3.0,74.45716390090914,44.0343927586541,10.0,10.0,17.0,1994.0,0.069753361,53,13670,4,1,11,0,0,0,0,0,1,0,1,0,1
11,2.0,49.19033982853218,35.8291931324669,9.0,7.0,14.0,1971.0,0.012338886,35,5776,1,2,4,0,0,0,0,0,1,0,1,0,1
1,2.0,64.69999397105495,61.28776594576168,3.0,4.0,17.0,1977.0,0.007122317,1,264,0,0,1,0,0,0,0,0,1,0,1,0,1
48,1.0,40.46922408213322,37.06196021120481,10.0,19.0,20.0,2017.0,0.041124634,46,9515,5,1,10,0,0,0,0,0,1,0,1,0,1
61,3.0,52.94042298135378,31.440945267236557,5.0,3.0,9.0,1977.0,0.300322518,52,10311,6,1,9,0,0,0,0,0,1,0,1,0,1
1,3.0,84.47682407526248,48.09199168048073,9.0,15.0,25.0,2011.0,0.025609157,33,5261,0,3,1,0,0,0,0,0,1,0,1,0,1
6,1.0,41.41594392855211,23.42032156478211,7.0,5.0,17.0,1977.0,0.243204519,5,1564,0,0,0,0,0,0,0,0,1,0,1,0,1
47,3.0,81.98792014211506,48.938554970478684,10.0,5.0,16.0,1980.0,0.101872465,23,4583,3,3,3,0,0,0,0,0,1,0,1,0,1
46,2.0,80.82155930514347,43.056649134860145,10.0,5.0,22.0,2016.0,0.188783766,31,6137,4,0,1,0,0,0,0,0,1,0,1,0,1
102,2.0,44.957215513018724,31.545947550151816,6.0,1.0,5.0,1964.0,0.23861713,26,3889,6,3,6,0,0,0,0,0,1,0,1,0,1
57,1.0,45.11245484054864,29.323095646356613,3.0,19.0,22.0,2015.0,0.407276235,9,1768,0,0,0,0,0,0,1,1,0,0,1,1,0
179,2.0,49.216522631627704,32.784434212066174,5.0,8.0,12.0,1969.0,0.037316452,32,6748,93,4,10,0,0,0,0,0,1,0,1,0,1
98,2.0,60.07416146665074,39.14965341188977,8.0,2.0,2.0,1964.0,0.195781053,23,5212,6,3,2,0,1,0,0,0,1,0,1,0,1
94,1.0,36.877925912778004,18.501876930807665,6.0,3.0,9.0,1971.0,0.282797669,33,8667,2,0,6,0,0,0,0,0,1,0,1,0,1
61,3.0,61.57184437519285,44.94117551591283,6.0,4.0,9.0,1977.0,0.300322518,52,10311,6,1,9,0,0,0,0,0,1,0,1,0,1
22,1.0,38.520283006419355,25.03818395417258,3.0,19.0,20.0,1977.0,0.118537385,30,6207,1,1,0,0,0,0,1,0,1,0,1,0,1
25,2.0,83.000037660341,78.93516477589212,3.0,5.0,23.0,2013.0,0.069753361,53,13670,4,1,11,0,0,0,0,0,1,0,1,0,1
7,3.0,73.44184771327531,46.42188931761016,9.0,8.0,16.0,2012.0,0.130617806,39,10418,9,1,9,0,0,0,0,0,1,0,1,0,1
152,2.0,39.122007411317426,26.190363924659408,7.0,8.0,9.0,1965.0,0.042031587,37,6856,84,2,5,0,0,0,0,0,1,0,1,0,1
44,2.0,58.78004080997815,31.232212511480235,10.0,8.0,17.0,1990.0,0.122190486,25,4724,2,1,3,0,0,0,0,0,1,0,1,0,1
37,2.0,44.9260441974693,32.525213018803356,5.0,5.0,5.0,1962.0,0.127811589,28,7287,5,1,3,0,1,0,0,0,1,0,1,0,1
59,1.0,39.2923186142071,20.88479962870029,8.0,16.0,17.0,1986.0,0.019508796,37,7687,11,5,5,0,0,0,0,0,1,0,1,0,1
23,1.0,43.03339773536077,27.971708527984504,3.0,3.0,4.0,1977.0,0.014072961,2,475,0,0,0,0,0,0,1,0,1,0,1,0,1
1,1.0,41.995577099608795,43.681046390466356,3.0,12.0,20.0,1977.0,0.007122317,1,264,0,0,1,0,0,0,0,0,1,0,1,0,1
1,1.0,38.225002064985205,24.846251342240382,3.0,4.0,17.0,1977.0,0.007122317,1,264,0,0,1,0,0,0,1,0,1,0,1,0,1
46,3.0,64.6428903933509,66.40003047041318,6.0,6.0,17.0,1981.0,0.188783766,31,6137,4,0,1,0,0,0,0,0,1,0,1,0,1
83,3.0,60.293527087886154,42.05894648810874,5.0,4.0,9.0,1974.0,0.100455735,43,7227,0,1,6,0,0,0,0,0,1,0,1,1,0
96,1.0,41.30260084710324,18.773175727868495,9.0,2.0,7.0,2003.0,0.041116354,53,14892,4,1,4,0,0,0,0,0,1,0,1,0,1
24,3.0,58.34148922529044,41.90925007495039,5.0,4.0,5.0,1965.0,0.111627393,50,12238,8,2,3,0,0,0,0,0,1,0,1,0,1
23,2.0,52.41833549717443,34.07191807316338,3.0,9.0,12.0,1977.0,0.034656082000000005,0,168,0,0,0,0,0,0,1,0,1,0,1,0,1
23,2.0,54.007172254018364,53.83976038082713,3.0,3.0,3.0,1977.0,0.005767451,1,388,0,0,0,0,0,0,0,0,1,0,1,0,1
46,1.0,39.41841888789636,40.09096380384257,3.0,1.0,1.0,2014.0,0.0,47,11319,0,3,5,0,1,0,0,0,1,0,1,0,1
13,2.0,58.530653658598006,34.42565854123065,8.0,4.0,14.0,1987.0,0.090799103,74,19083,2,5,15,0,0,0,0,0,1,0,1,0,1
5,2.0,35.536882104675115,24.198830964800486,7.0,2.0,9.0,1963.0,0.150817539,16,3433,4,4,5,0,0,0,0,0,1,0,1,0,1
52,2.0,66.5446924410424,2.179808392216832,3.0,2.0,17.0,2018.0,0.371148999,34,7065,1,2,5,0,0,0,0,0,1,0,1,0,1
62,1.0,53.810967857588345,34.977129107432425,3.0,4.0,13.0,1977.0,0.072157581,2,629,1,0,0,0,1,0,1,0,1,0,1,1,0
40,1.0,32.50066041905807,25.29104950150247,5.0,7.0,9.0,1964.0,0.210473241,11,2398,2,3,0,0,0,0,0,0,1,0,1,0,1
76,2.0,74.34467216472494,41.04413234014029,5.0,42.0,48.0,2016.0,0.0,7,1660,39,1,5,0,0,0,0,0,1,0,1,0,1
1,3.0,82.89908155432803,53.88440301031322,3.0,17.0,17.0,2015.0,0.007122317,1,264,0,0,1,0,0,0,1,0,1,0,1,0,1
27,1.0,38.65104258102571,5.822657163956075,3.0,7.0,17.0,1977.0,0.011654127,4,915,0,0,0,0,0,0,0,0,1,0,1,0,1
74,2.0,55.44975230629652,30.584191316099247,9.0,2.0,23.0,2010.0,0.371148999,34,7065,1,2,5,0,0,0,0,0,1,0,1,0,1
93,1.0,47.56444337054507,23.574422811627468,13.0,9.0,24.0,2012.0,0.050900058,43,10621,1,2,3,0,0,0,0,0,1,0,1,0,1
101,2.0,44.832124607800644,27.250563261421682,5.0,4.0,5.0,1964.0,0.225824954,41,6558,7,3,2,0,0,0,0,1,0,0,1,0,1
1,2.0,80.15608052347345,52.101452340257744,3.0,1.0,1.0,1977.0,0.007122317,1,264,0,0,1,0,1,0,1,0,1,0,1,0,1
27,2.0,56.082736632110176,30.17952239359251,12.0,6.0,9.0,1999.0,0.041116354,53,14892,4,1,4,0,0,0,0,0,1,0,1,0,1
27,3.0,80.51039876417704,45.299248908468826,3.0,1.0,1.0,2016.0,0.017647053,2,469,0,0,0,0,1,0,0,0,1,0,1,0,1
69,3.0,75.80554702612405,45.895949105859955,10.0,14.0,17.0,1986.0,0.000991363,33,6783,3,1,9,0,0,0,0,0,1,0,1,0,1
12,2.0,56.81167257210733,34.27716822479062,8.0,13.0,14.0,1997.0,0.090799103,74,19083,2,5,15,0,0,0,0,0,1,0,1,0,1
166,2.0,67.91201022754062,23.696248019013932,7.0,2.0,8.0,1962.0,0.174739084,17,3379,9,0,3,0,0,0,0,0,1,0,1,0,1
15,1.0,64.89496233808389,37.975900453077415,12.0,9.0,14.0,2006.0,0.158249043,21,5731,0,1,0,0,0,0,0,0,1,0,1,0,1
52,2.0,54.49652929949642,35.422744044672676,3.0,15.0,17.0,1977.0,0.371148999,34,7065,1,2,5,0,0,0,1,0,1,0,1,0,1
105,2.0,43.82484230149801,29.33278485012932,5.0,3.0,5.0,1962.0,0.040242764,25,3478,11,3,1,0,0,0,0,0,1,0,1,0,1
44,1.0,33.94001171179298,22.48085632193585,5.0,4.0,5.0,1968.0,0.232205084,24,4860,1,0,3,0,0,0,0,0,1,0,1,0,1
119,2.0,47.741510366148646,28.642822599712638,5.0,5.0,9.0,1970.0,0.000995363,42,7651,1,1,5,0,0,0,0,0,1,0,1,0,1
1,3.0,79.95368706603153,51.9698965929205,3.0,12.0,17.0,1977.0,0.007122317,1,264,0,0,1,0,0,0,1,0,1,0,1,0,1
30,2.0,65.63800805278684,42.66470523431145,3.0,6.0,17.0,2017.0,7.81528e-05,22,6398,141,3,23,0,0,0,1,0,1,0,1,0,1
23,2.0,65.8329536451764,42.79141986936467,3.0,11.0,17.0,1977.0,0.075778755,6,1437,3,0,2,0,0,0,1,0,1,0,1,0,1
52,1.0,38.55538870288175,41.945460167652726,3.0,14.0,17.0,1977.0,0.371148999,34,7065,1,2,5,0,0,0,0,0,1,0,1,0,1
182,3.0,65.47526009359972,44.18467411879844,7.0,3.0,4.0,1918.0,0.246623602,14,2940,45,3,6,0,0,0,0,0,1,0,1,0,1
115,2.0,40.86422193880761,26.05739524290053,7.0,9.0,9.0,1962.0,1.8e-09,16,3681,73,2,5,0,1,0,0,0,1,0,1,0,1
58,2.0,62.46586210370658,60.106000831577994,3.0,11.0,12.0,1977.0,0.43788524,23,5735,3,0,5,0,0,0,0,0,1,0,1,0,1
11,2.0,54.292744326714,30.671635515944168,8.0,7.0,12.0,1980.0,0.00016967599999999998,36,5992,0,1,1,0,0,0,0,0,1,0,1,0,1
8,3.0,80.20946128124658,45.80326644588509,12.0,17.0,17.0,2004.0,0.43788524,23,5735,3,0,5,0,1,0,0,0,1,0,1,0,1
30,1.0,40.36563543879265,26.237663035215224,3.0,7.0,17.0,1977.0,7.81528e-05,22,6398,141,3,23,0,0,0,1,0,1,0,1,0,1
15,3.0,101.7225607366041,53.829399187461036,12.0,16.0,16.0,2008.0,0.158249043,21,5731,0,1,0,0,0,0,0,0,1,0,1,0,1
